WikipediaID,WikidataID,PrequelID,SequelID
1588008,Q5698865,NaN,NaN
13291849,Q333508,NaN,NaN
12491178,Q2712836,NaN,NaN
5696825,Q940066,NaN,NaN
6795113,Q3429439,NaN,NaN
30173306,Q4662988,NaN,NaN
30405742,Q823159,NaN,NaN
32852698,Q3898514,NaN,NaN
254465,Q335340,NaN,NaN
32417200,Q4760100,NaN,NaN
103021,Q174699,NaN,NaN
21793185,Q4831990,NaN,NaN
24011583,Q4113848,NaN,NaN
33144131,Q5463132,NaN,NaN
31025540,Q2712836,NaN,NaN
1940449,Q841233,Q834021,Q841233
8973241,Q5373860,NaN,NaN
18496109,Q1212746,NaN,NaN
5261530,Q2342818,NaN,NaN
5384210,Q5516792,NaN,NaN
6795107,Q3418215,NaN,NaN
2174795,Q3852989,NaN,NaN
30109815,Q3822791,NaN,NaN
73842,Q556464,NaN,Q1991804
20433908,Q4682528,NaN,NaN
29551629,Q7832269,NaN,NaN
28649243,Q473359,NaN,NaN
27365295,Q3129807,NaN,NaN
6703617,Q176568,NaN,NaN
14294670,Q3607563,NaN,NaN
22466518,Q2689218,NaN,NaN
20545821,Q4999833,NaN,NaN
6367133,Q2572033,NaN,NaN
21737016,Q358347,NaN,NaN
19389755,Q4812045,NaN,NaN
29174042,Q7814307,NaN,NaN
14907363,Q7753877,NaN,NaN
29851917,Q6312788,NaN,NaN
362719,Q213053,NaN,Q213053
30353952,Q5636593,NaN,NaN
2870618,Q4952062,NaN,NaN
21271533,Q598865,NaN,NaN
18821340,Q8050266,NaN,NaN
16055450,Q2889152,NaN,NaN
33870773,Q7137047,NaN,NaN
22308889,Q7733222,NaN,NaN
13706555,Q731935,NaN,NaN
17486320,Q4929645,NaN,NaN
7696753,Q386245,NaN,NaN
32148709,Q5268882,NaN,NaN
28327554,Q7735682,NaN,NaN
31156816,Q18385231,NaN,NaN
17379289,Q906387,NaN,NaN
18037577,Q3988736,NaN,NaN
23066641,Q7321046,NaN,NaN
17960503,Q4656687,NaN,NaN
13919299,Q4154977,NaN,NaN
10705531,Q747395,NaN,NaN
4459059,Q963283,NaN,NaN
6471697,Q4699937,NaN,NaN
413207,Q726215,NaN,Q726215
14886428,Q6267708,NaN,NaN
34689049,Q1304846,NaN,NaN
36542079,Q2079261,NaN,NaN
4069274,Q3283691,NaN,NaN
1643787,Q125452,NaN,NaN
3681139,Q676500,NaN,NaN
35923481,Q2571471,NaN,NaN
11013589,Q5261180,NaN,NaN
26205476,Q3072003,NaN,NaN
20365034,Q10581740,Q10581740,NaN
33843262,Q231967,NaN,NaN
8955475,Q2712836,NaN,NaN
5685826,Q7715037,NaN,NaN
24234630,Q6842747,NaN,NaN
5549065,Q212041,NaN,NaN
14543900,Q2128981,NaN,NaN
35567084,Q485978,NaN,NaN
24364162,Q7030850,NaN,NaN
14739568,Q5935470,NaN,NaN
37067980,Q7711221,NaN,NaN
22644083,Q2712836,NaN,NaN
171058,Q556967,NaN,NaN
2608958,Q1065201,NaN,NaN
21618909,Q2381104,NaN,NaN
26624119,Q1109729,NaN,NaN
6273971,Q4380922,NaN,Q4380922
2546429,Q1243019,Q1243013,Q286830
25947106,Q7766559,NaN,NaN
9916335,Q6463595,NaN,NaN
2596816,Q5121268,NaN,NaN
20553214,Q6897560,NaN,NaN
14630761,Q6897745,NaN,NaN
34472259,Q7944204,NaN,NaN
3927698,Q3793701,NaN,NaN
31686022,Q5966480,NaN,NaN
25753113,Q8030597,NaN,NaN
6792375,Q2712836,NaN,NaN
24416479,Q813045,Q813045,Q813045
31021783,Q4013825,NaN,NaN
14773122,Q4749055,NaN,NaN
36166216,Q3819166,NaN,NaN
1688879,Q638848,NaN,NaN
12490207,Q3358891,NaN,NaN
20904045,Q5068521,NaN,NaN
29468997,Q3153878,NaN,NaN
2574970,Q4906660,NaN,NaN
240088,Q2438494,NaN,NaN
14881706,Q7732173,NaN,NaN
29141182,Q3003212,NaN,NaN
32584198,Q7577072,NaN,NaN
31613768,Q1407094,NaN,NaN
6170621,Q1759355,NaN,NaN
33148159,Q1878010,NaN,NaN
12380008,Q3196717,NaN,NaN
16672517,Q2712836,NaN,NaN
24053482,Q1634678,NaN,NaN
11252861,Q4700340,NaN,NaN
32345990,Q8071486,NaN,NaN
13911991,Q4659419,NaN,NaN
3883051,Q6973969,NaN,NaN
20117139,Q7648751,NaN,NaN
34530005,Q5979827,NaN,NaN
1033297,Q153484,,Q161400
21236198,Q3732466,NaN,NaN
9105523,Q837939,NaN,NaN
15737392,Q454816,NaN,NaN
31025770,Q2749779,NaN,NaN
33519683,Q2712836,NaN,NaN
31155676,Q4777976,NaN,NaN
32400923,Q1956410,NaN,NaN
25393275,Q6425186,NaN,NaN
12510319,Q753159,NaN,NaN
17594419,Q627931,NaN,NaN
207680,Q612323,NaN,NaN
5771666,Q225223,NaN,NaN
36422018,Q3985802,NaN,NaN
7489503,Q6383121,NaN,NaN
27667647,Q7161560,NaN,NaN
1858682,Q545725,NaN,NaN
33006259,Q7768183,NaN,NaN
15221045,Q7451667,NaN,NaN
12802045,Q7750147,NaN,NaN
33559533,Q5269248,NaN,NaN
7235116,Q1195568,NaN,NaN
13723442,Q1447769,NaN,NaN
24862266,Q6902888,NaN,NaN
5254729,Q431536,NaN,NaN
5007743,Q423004,NaN,NaN
22695715,Q7741682,NaN,NaN
2051395,Q1304611,NaN,NaN
34858219,Q10673572,NaN,NaN
15457461,Q6944978,NaN,NaN
19168185,Q2328533,NaN,NaN
9124011,Q5243249,NaN,NaN
11943972,Q1089373,NaN,NaN
1393873,Q2755097,NaN,NaN
24291753,Q7721362,NaN,NaN
20648586,Q7599731,NaN,NaN
7447592,Q2607724,NaN,NaN
3865579,Q2384699,NaN,NaN
14558212,Q7765674,NaN,NaN
3959961,Q4813104,NaN,NaN
235331,Q847709,NaN,NaN
32494263,Q4740008,NaN,NaN
8616622,Q7899221,NaN,NaN
34169001,Q8057439,NaN,NaN
9560806,Q4807952,Q4807952,Q4807952
27504492,Q493306,NaN,NaN
22697314,Q6033771,NaN,NaN
1249014,Q663469,NaN,NaN
18620635,Q7741520,NaN,NaN
9879162,Q2521030,NaN,NaN
35516437,Q4662689,NaN,NaN
29513277,Q1762528,NaN,NaN
35785312,Q452171,NaN,NaN
20506905,Q970779,NaN,NaN
28360743,Q5465694,NaN,NaN
30624204,Q7406571,NaN,NaN
28178412,Q6745433,NaN,NaN
9857888,Q5350805,NaN,NaN
30551885,Q7582245,NaN,NaN
20634623,Q5546666,NaN,NaN
15297854,Q1024400,NaN,NaN
35962988,Q5094967,NaN,NaN
31915495,Q6663547,NaN,NaN
13931033,Q7073264,NaN,NaN
2172156,Q13111257,NaN,NaN
14109452,Q3819301,NaN,NaN
4783144,Q1385260,NaN,NaN
23454846,Q6450619,NaN,NaN
4058835,Q1549103,NaN,NaN
7583494,Q2343648,NaN,NaN
16183379,Q5431021,NaN,NaN
24282238,Q8048101,NaN,NaN
16688733,Q2561972,Q2561972,Q2561972
19314444,Q5697890,NaN,NaN
25446757,Q5453095,NaN,NaN
2642180,Q3191800,NaN,NaN
24320836,Q669845,NaN,NaN
12384049,Q3373356,NaN,NaN
25019575,Q7682982,NaN,NaN
31251203,Q1661356,NaN,NaN
15858518,Q12913812,NaN,NaN
36448826,Q2313747,NaN,NaN
29016627,Q7559450,NaN,NaN
16572418,Q2712836,NaN,NaN
33544694,Q2712836,NaN,NaN
6004372,Q584662,NaN,NaN
4473622,Q2259762,NaN,NaN
33639428,Q1194571,NaN,NaN
20484431,Q5123333,NaN,NaN
14840648,Q7768203,NaN,NaN
3867110,Q16996027,NaN,NaN
7251994,Q5466746,NaN,NaN
10366326,Q5575698,NaN,NaN
1924820,Q7763246,,Q7766193
5418970,Q3071768,NaN,NaN
2093270,Q1218001,NaN,NaN
22332882,Q667764,NaN,NaN
22757028,Q2712836,NaN,NaN
4434585,Q6739152,Q6739152,Q6739152
11686007,Q12127510,NaN,NaN
9857879,Q8404567,NaN,NaN
9384481,Q1323261,NaN,NaN
22557257,Q2712836,NaN,NaN
8637169,Q3007933,NaN,NaN
30957142,Q4367141,NaN,NaN
7731853,Q1057743,NaN,NaN
21752299,Q3363032,NaN,NaN
12091274,Q2916143,NaN,NaN
856733,Q1143501,Q1143501,Q1143501
36320373,Q2106565,NaN,NaN
15698879,Q6807899,NaN,NaN
24789247,Q5641565,NaN,NaN
8887199,Q12101020,NaN,NaN
28352636,Q1766336,NaN,NaN
20018854,Q16249358,NaN,NaN
76345,Q596260,NaN,Q596260
7582987,Q7736329,NaN,NaN
28858056,Q7827355,NaN,NaN
24021571,Q2656371,NaN,NaN
1854612,Q1968656,Q1968656,Q1968656
3341998,Q2636079,NaN,NaN
11696799,Q650534,NaN,NaN
11463957,Q4792410,NaN,NaN
4926447,Q1232623,NaN,NaN
20713032,Q4901992,NaN,NaN
10594195,Q4897314,NaN,NaN
25836931,Q5416573,NaN,NaN
1226289,Q727893,NaN,NaN
12392289,Q13648340,NaN,NaN
21310527,Q3986583,NaN,NaN
20579729,Q4900673,NaN,NaN
20393685,Q1984098,NaN,NaN
19496914,Q3472468,NaN,NaN
7914269,Q7746984,NaN,NaN
29273489,Q3736288,NaN,NaN
35987606,Q4725616,NaN,NaN
26726624,Q2712836,NaN,NaN
22643877,Q7846651,NaN,NaN
12061267,Q5609798,NaN,NaN
30351781,Q12116529,NaN,NaN
7443761,Q7759982,NaN,NaN
3475071,Q826289,NaN,NaN
3319645,Q805535,NaN,NaN
23688100,Q3284570,NaN,NaN
13955114,Q5882828,NaN,NaN
2450188,Q1428092,NaN,NaN
15945437,Q737076,NaN,NaN
20611297,Q1613559,NaN,NaN
19107318,Q5183147,NaN,NaN
26860201,Q8029760,NaN,NaN
34336017,Q2561866,NaN,NaN
3459253,Q1094130,NaN,NaN
44218,Q130769,NaN,NaN
21047444,Q4657026,NaN,NaN
9139404,Q7094309,NaN,NaN
1135297,Q541412,NaN,NaN
906380,Q7731922,NaN,NaN
7882413,Q2871942,NaN,NaN
31094908,Q7747829,NaN,NaN
33773022,Q644407,NaN,NaN
20338652,Q5215364,NaN,NaN
17024723,Q7719308,NaN,NaN
18848953,Q7763656,NaN,NaN
31638525,Q4400743,NaN,NaN
19837210,Q1848116,NaN,NaN
30603831,Q7716309,NaN,NaN
9215946,Q1405677,NaN,NaN
30994230,Q4656768,NaN,NaN
29024029,Q5380115,NaN,NaN
23103089,Q7297222,NaN,NaN
18141105,Q1112849,NaN,NaN
7014201,Q5393143,Q5393143,Q5393143
30744671,Q6816224,NaN,NaN
15948971,Q3072234,NaN,NaN
12452237,Q3129124,NaN,NaN
15790701,Q5325316,NaN,NaN
24732078,Q3186994,NaN,NaN
7752732,Q1558887,NaN,NaN
19950563,Q7718671,NaN,NaN
11220896,Q4837324,NaN,NaN
31457076,Q7768548,NaN,NaN
19576505,Q5276606,NaN,NaN
20271784,Q3011267,Q652094,Q2561963
19961614,Q2712836,NaN,NaN
9678161,Q6721112,NaN,NaN
13710882,Q5438015,NaN,NaN
8190464,Q7758160,NaN,NaN
31633054,Q7941632,NaN,NaN
20581194,Q5521006,NaN,NaN
4038269,Q2712836,NaN,NaN
3809621,Q3068933,NaN,NaN
19087098,Q2249321,NaN,NaN
7082486,Q2819997,NaN,NaN
21209475,Q279058,NaN,NaN
20996481,Q5500949,NaN,NaN
1957472,Q1558697,NaN,NaN
3210963,Q7538754,NaN,NaN
9086301,Q1763572,NaN,NaN
18300655,Q3988465,NaN,NaN
31196941,Q7647391,NaN,NaN
1307956,Q256037,NaN,NaN
15890474,Q2712836,NaN,NaN
20694087,Q16250076,NaN,NaN
2216254,Q1643330,NaN,NaN
665676,Q7311719,NaN,NaN
28530363,Q1183257,NaN,NaN
23128940,Q4790908,NaN,NaN
10972420,Q5449437,NaN,NaN
23435357,Q5286096,NaN,NaN
30548208,Q269810,NaN,NaN
18900393,Q1613559,NaN,NaN
9846672,Q6675905,NaN,NaN
29499560,Q4126383,NaN,NaN
27064671,Q5475190,NaN,NaN
2524925,Q2548919,Q389358,Q645879
4002677,Q288361,NaN,NaN
1964091,Q728539,NaN,NaN
9855335,Q6682839,NaN,NaN
26687336,Q8048073,NaN,NaN
7985961,Q7755573,NaN,NaN
28330207,Q3506077,Q3506077,Q3506077
9404578,Q500044,NaN,NaN
30066955,Q3989214,NaN,NaN
30542622,Q5682031,NaN,NaN
33726417,Q3399671,NaN,NaN
34081237,Q4972526,NaN,NaN
22056121,Q119179,NaN,NaN
1094668,Q734008,NaN,NaN
7267251,Q2712836,NaN,NaN
6721185,Q2256780,NaN,NaN
3917900,Q700875,NaN,NaN
3899153,Q925852,NaN,NaN
16791637,Q776742,NaN,NaN
7173668,Q5093282,NaN,NaN
18370691,Q3278350,NaN,Q3278350
4031676,Q15036230,NaN,NaN
1028671,Q5267205,NaN,NaN
27480248,Q6517941,NaN,NaN
15388340,Q4655360,NaN,NaN
1378672,Q689428,NaN,NaN
34131426,Q7736544,NaN,NaN
22643691,Q2685934,NaN,NaN
3917891,Q51743,NaN,NaN
30729485,Q2712836,NaN,NaN
32789457,Q3282983,NaN,NaN
24272584,Q4849693,NaN,NaN
1641416,Q1143315,NaN,NaN
26712095,Q1914334,NaN,NaN
7939249,Q8859654,NaN,NaN
22358819,Q192979,Q192979,Q192979
9962209,Q21568958,NaN,NaN
1748912,Q1197463,NaN,NaN
9855320,Q6463003,NaN,NaN
706803,Q526690,NaN,NaN
32804099,Q4184234,NaN,NaN
25716411,Q74437,NaN,NaN
29508267,Q7823945,NaN,NaN
31690131,Q5268822,NaN,NaN
5933936,Q656695,NaN,NaN
20206687,Q1982202,NaN,NaN
7458959,Q2712836,NaN,NaN
1851703,Q582147,NaN,NaN
9201207,Q7769181,NaN,NaN
26283021,Q2712836,NaN,NaN
20437960,Q3519695,NaN,NaN
6638546,Q4424356,NaN,NaN
3917873,Q1637791,NaN,NaN
5363369,Q2004460,NaN,NaN
1941497,Q1415194,NaN,Q1415194
26890096,Q6089147,NaN,NaN
36208311,Q4901976,NaN,NaN
7266768,Q10328192,NaN,NaN
14217965,Q2693973,NaN,NaN
10205199,Q873313,NaN,NaN
5596675,Q12203578,NaN,NaN
444919,Q3206634,NaN,NaN
13184162,Q1143085,Q1143085,Q1143085
3670013,Q1754956,NaN,NaN
2298689,Q5159593,NaN,NaN
11599737,Q484773,NaN,NaN
17455191,Q3822185,NaN,NaN
32752081,Q4668172,NaN,NaN
1033477,Q573104,NaN,NaN
29419841,Q6540237,Q6540237,Q6540237
27498733,Q3460807,NaN,NaN
12287578,Q3405395,NaN,NaN
9751550,Q943961,NaN,NaN
24300269,Q3536308,NaN,NaN
24257335,Q3521134,NaN,NaN
6613755,Q1962005,Q1962032,Q1962041
18848111,Q634972,NaN,NaN
19801670,Q7773990,NaN,NaN
28010827,Q381758,Q217392,Q22350801
19036707,Q6937759,NaN,NaN
32505827,Q5299322,NaN,NaN
11467890,Q1490198,NaN,Q357379
33152192,Q3341875,NaN,NaN
6488515,Q3411300,NaN,NaN
34536797,Q5403060,NaN,NaN
14710585,Q7683961,NaN,NaN
1097249,Q5291690,NaN,NaN
13720943,Q8072589,NaN,NaN
12310718,Q6695515,NaN,NaN
6515754,Q4659794,NaN,NaN
6973699,Q351989,NaN,NaN
7281088,Q3861013,NaN,NaN
23028763,Q7737110,NaN,NaN
12632216,Q1219959,NaN,NaN
23753154,Q7315563,NaN,NaN
34694618,Q3040408,NaN,NaN
21038272,Q7105148,NaN,NaN
33096336,Q643972,NaN,NaN
5181423,Q301032,NaN,NaN
31348830,Q7238333,NaN,NaN
9899642,Q6655226,NaN,NaN
26068632,Q2411321,NaN,NaN
21132951,Q4779127,NaN,NaN
7154611,Q3203688,NaN,NaN
28826929,Q886189,NaN,NaN
33459944,Q16254091,NaN,NaN
7521477,Q4898739,NaN,NaN
21260121,Q1729018,Q1677214,Q1740828
7026346,Q16962131,NaN,NaN
4953051,Q950029,NaN,NaN
22592501,Q7731503,NaN,NaN
1904367,Q555014,NaN,NaN
28542372,Q980015,NaN,NaN
9104619,Q3795467,NaN,NaN
20695394,Q3937862,NaN,NaN
34235410,Q1864826,NaN,NaN
21312403,Q612287,NaN,NaN
24207129,Q300559,NaN,NaN
28400904,Q7860929,NaN,NaN
31337689,Q7735321,NaN,NaN
18635843,Q7734840,NaN,NaN
31814576,Q3225254,NaN,NaN
25736891,Q12134961,NaN,NaN
22365569,Q7302974,NaN,NaN
35762859,Q3543715,NaN,NaN
15096320,Q3428289,NaN,NaN
11477471,Q5597644,NaN,NaN
7280802,Q2712836,NaN,NaN
1533733,Q176433,NaN,NaN
34061686,Q11179585,NaN,NaN
13720962,Q6692392,NaN,NaN
10706435,Q5520986,NaN,NaN
29119625,Q5031147,NaN,NaN
5464664,Q1199345,NaN,NaN
35882350,Q7694473,NaN,NaN
32529406,Q16252434,NaN,NaN
4572965,Q1048645,Q842720,Q1338994
27290119,Q3319596,NaN,NaN
25897109,Q558927,NaN,NaN
24051028,Q2012956,NaN,NaN
9782958,Q2712836,NaN,NaN
29801922,Q1054876,NaN,NaN
14734420,Q7192693,NaN,NaN
7536753,Q4195338,NaN,NaN
34525535,Q6907717,NaN,Q6907717
33624347,Q6819146,NaN,NaN
8763366,Q1686618,NaN,NaN
34866550,Q5085751,NaN,NaN
17711304,Q7312813,NaN,NaN
7876902,Q4667407,NaN,NaN
25847898,Q7825292,Q7825292,Q7825292
13293417,Q502655,NaN,NaN
9429240,Q5269301,NaN,NaN
9248665,Q3214181,NaN,NaN
28201876,Q7380135,NaN,NaN
34366440,Q7719936,NaN,NaN
24009114,Q3321119,NaN,NaN
29258922,Q3205513,NaN,NaN
28492703,Q7203742,NaN,NaN
32069698,Q5271361,NaN,NaN
10142493,Q7993122,NaN,NaN
22644907,Q2357638,NaN,NaN
9408752,Q4868248,NaN,NaN
5774478,Q7990055,NaN,NaN
25214436,Q2858085,NaN,NaN
25075517,Q921599,NaN,NaN
31025101,Q6492739,NaN,NaN
1169305,Q7082032,NaN,NaN
22378288,Q12878223,NaN,NaN
19036329,Q3212502,NaN,NaN
12771649,Q3638578,NaN,NaN
34319106,Q771197,NaN,NaN
20695060,Q1613559,NaN,NaN
33023297,Q2757891,NaN,NaN
17325393,Q384089,NaN,NaN
11227773,Q8027430,NaN,NaN
24011286,Q7532581,NaN,NaN
9889964,Q797455,NaN,NaN
28388755,Q4272175,NaN,NaN
5884079,Q748530,NaN,NaN
4633426,Q5271999,NaN,NaN
1781048,Q429520,NaN,NaN
9205349,Q5874617,NaN,NaN
29661508,Q7445924,NaN,NaN
28024741,Q5880018,NaN,NaN
9993309,Q5253934,NaN,NaN
20567826,Q572861,NaN,NaN
15670779,Q129037,NaN,NaN
28736289,Q781848,NaN,NaN
31227417,Q12103455,NaN,NaN
17807776,Q6142536,NaN,NaN
2553539,Q1070484,NaN,NaN
14709757,Q4941144,NaN,NaN
19247704,Q1347352,NaN,NaN
10050603,Q5433707,NaN,NaN
32956142,Q5238758,NaN,NaN
26900805,Q7722525,NaN,NaN
17028988,Q11694978,NaN,NaN
8088400,Q2712836,NaN,NaN
15337014,Q7774445,NaN,NaN
17635680,Q8057986,NaN,NaN
19840260,Q6841593,NaN,NaN
36524453,Q7676717,NaN,NaN
8316526,Q6545377,NaN,NaN
817057,Q239794,NaN,NaN
34994883,Q428380,NaN,NaN
33616397,Q1613559,NaN,NaN
18053600,Q2712836,NaN,NaN
29004995,Q1213489,NaN,NaN
9993314,Q2712836,NaN,NaN
1901096,Q4373808,NaN,NaN
399402,Q191753,Q863963,Q189875
29302351,Q11001863,NaN,NaN
19134776,Q7203033,NaN,NaN
19803330,Q3472331,NaN,NaN
31157561,Q7114339,NaN,NaN
22224559,Q900362,NaN,NaN
1222278,Q939385,NaN,NaN
